file_name,tanggal_data,wmo_id,station_name,status
T2096147B202504150000_UKID51.X,-,-,-,Format tidak dikenali
D97372_2025041500_USID53.X,-,-,-,Format tidak dikenali
D96237_2025041500_UKID52.X,-,-,-,Format tidak dikenali
D97072_2025041500_UKID54.X,-,-,-,Format tidak dikenali
D96253_2025041500_USID52.X,-,-,-,Format tidak dikenali
D97724_2025041500_UKID54.X,-,-,-,Format tidak dikenali
D97372_2025041500_ULID53.X,-,-,-,Format tidak dikenali
P2096509C2025041500_UHID53.X,-,-,-,Format tidak dikenali
D97014_2025041500_USID54.X,-,-,-,Format tidak dikenali
D96253_2025041500_UHID52.X,-,-,-,Format tidak dikenali
T2096147A202504150000_USID51.X,-,-,-,Format tidak dikenali
D96253_2025041500_ULID52.X,-,-,-,Format tidak dikenali
D96035_2025041500_UHID51.X,-,-,-,Format tidak dikenali
D97724_2025041500_UEID54.X,-,-,-,Format tidak dikenali
P2096805D2025041500GTS_UQID52.X,-,-,-,Format tidak dikenali
D97980_2025041500_UEID55.X,-,-,-,Format tidak dikenali
D96935_2025041500_UGID53.X,-,-,-,Format tidak dikenali
D96237_2025041500_ULID52.X,-,-,-,Format tidak dikenali
T2096147C202504150000_ULID51.X,-,-,-,Format tidak dikenali
D97072_2025041500_USID54.X,-,-,-,Format tidak dikenali
D96035_2025041500_ULID51.X,-,-,-,Format tidak dikenali
D96035_2025041500_UEID51.X,-,-,-,Format tidak dikenali
D97980_2025041500_ULID55.X,-,-,-,Format tidak dikenali
T2096011D202504150000_UEID51.X,-,-,-,Format tidak dikenali
P2096509A2025041500_UPID53.X,-,-,-,Format tidak dikenali
D96253_2025041500_UKID52.X,-,-,-,Format tidak dikenali
D97560_2025041500_UGID55.X,-,-,-,Format tidak dikenali
P2096645C202504150000_UHID81.X,-,-,-,Format tidak dikenali
D96581_2025041500_UGID52.X,-,-,-,Format tidak dikenali
T2096805A2025041500GTS_USID52.X,-,-,-,Format tidak dikenali
T2096011B202504150000_UKID51.X,-,-,-,Format tidak dikenali
D97724_2025041500_USID54.X,-,-,-,Format tidak dikenali
D96237_2025041500_UPID52.X,-,-,-,Format tidak dikenali
D96253_2025041500_UPID52.X,-,-,-,Format tidak dikenali
T2096805B2025041500GTS_UKID52.X,-,-,-,Format tidak dikenali
D96581_2025041500_UKID52.X,-,-,-,Format tidak dikenali
D97724_2025041500_UGID54.X,-,-,-,Format tidak dikenali
D97372_2025041500_UEID53.X,-,-,-,Format tidak dikenali
D96035_2025041500_USID51.X,-,-,-,Format tidak dikenali
T2096645D202504150000_UEID81.X,-,-,-,Format tidak dikenali
D97372_2025041500_UQID53.X,-,-,-,Format tidak dikenali
D97180_2025041500_UHID54.X,-,-,-,Format tidak dikenali
P2096147A202504150000_UPID51.X,-,-,-,Format tidak dikenali
D97180_2025041500_UPID54.X,-,-,-,Format tidak dikenali
D96581_2025041500_UPID52.X,-,-,-,Format tidak dikenali
D97724_2025041500_UQID54.X,-,-,-,Format tidak dikenali
P2096147C202504150000_UHID51.X,-,-,-,Format tidak dikenali
D96237_2025041500_UHID52.X,-,-,-,Format tidak dikenali
P2097502C202504150000_UHID55.X,-,-,-,Format tidak dikenali
